Data read from file:/home/alejandro/CMAQv5.5/data/POST/COMBINE_ACONC_v55_intel_CR2_BASEv01_202409.nc (layer  1)

   Note: Times have been converted to local standard


siteid,column,row,longitude,latitude,date,Time,O3_UGM3,NO_UGM3,NO2_UGM3,NH3_UGM3,CO,SO2_UGM3,TOL_UGM3,PM10,PM25_TOT,N10,N20,N40,N100
,,,degrees,degrees,YYYY-MM-DD,hh:mm:ss,ug m-3,ug m-3,ug m-3,ug m-3,ppbV,ug m-3,ug m-3,ug m-3,ug m-3,cm-3,cm-3,cm-3,cm-3
275,10,56,-47.11928,-22.94673,2024-09-04,09:00:00,42.2325,13.6260,27.9490,4.38106,369.043,0.528872,4.99010,12.6264,7.20232,5671.74,4512.92,1958.32,513.302
275,10,56,-47.11928,-22.94673,2024-09-04,10:00:00,59.5721,5.74859,15.5361,2.62802,234.549,0.307821,2.55680,11.5289,5.67060,3360.00,2686.17,1213.43,344.689
275,10,56,-47.11928,-22.94673,2024-09-04,11:00:00,73.1553,3.82995,12.3144,2.35962,210.426,0.256237,2.00144,12.3442,5.94366,2944.02,2361.20,1097.13,324.796
275,10,56,-47.11928,-22.94673,2024-09-04,12:00:00,84.9388,2.98960,11.4120,2.24118,210.634,0.248914,1.81894,13.3232,6.54895,2926.54,2330.12,1109.31,337.355
275,10,56,-47.11928,-22.94673,2024-09-04,13:00:00,85.0820,2.31325,9.21496,1.43182,182.730,0.242304,1.42389,12.6543,5.83879,2462.76,1945.12,938.444,298.701
275,10,56,-47.11928,-22.94673,2024-09-04,14:00:00,80.9084,2.15895,9.08897,1.22041,173.675,0.260416,1.35261,13.2932,5.82558,2418.84,1911.67,926.731,302.498
275,10,56,-47.11928,-22.94673,2024-09-04,15:00:00,74.0266,1.93772,9.12351,1.13045,164.151,0.252117,1.28386,13.1692,5.41643,2259.12,1784.30,869.398,286.244
275,10,56,-47.11928,-22.94673,2024-09-04,16:00:00,63.8203,1.53552,9.50895,1.11439,154.419,0.236730,1.21404,12.6981,4.76980,2053.34,1619.76,791.303,263.834
275,10,56,-47.11928,-22.94673,2024-09-04,17:00:00,49.9377,0.922816,13.9748,1.43144,167.708,0.287269,1.51171,12.7411,4.53268,2277.18,1790.81,850.939,273.514
275,10,56,-47.11928,-22.94673,2024-09-04,18:00:00,37.4235,0.831544,23.4875,2.32390,216.815,0.419025,2.37515,13.2086,4.97816,3158.91,2465.35,1113.82,328.165
